original_swift_name,obsid,conventional_names
C/2019Y4ATLAS,13321002,C/2019Y4
Comet81P/Wild-2,31667001,81P
Comet73P/3-C,30657001,73P
C/2017K2,5000068001,C/2017K2
C/2017K2,5000239001,C/2017K2
COMET46P/WIRTANEN,94440001,46P
CometC/2022E3(ZTF),5000298001,C/2022E3
CometC/2022E3(ZTF),5000298002,C/2022E3
CometC/2022E3(ZTF),5000298003,C/2022E3
CometC/2022E3(ZTF),5000298004,C/2022E3
CometC/2022E3(ZTF),5000298005,C/2022E3
CometC/2022E3(ZTF),5000298006,C/2022E3
2P/Encke,91772001,2P
C/2019Q4Borisov,12992002,C/2019Q4
Comet73P/3-C,30647001,73P
CometHolmes,30993001,17P
CometC/2013US10(Catalina),33369001,C/2013US10
CometC/2013US10(Catalina),33369002,C/2013US10
CometC/2013US10(Catalina),33369003,C/2013US10
C/2012K1PANSTARRS,92022001,C/2012K1
C/2013US10(Catalina),34423001,C/2013US10
COMET46P/WIRTANEN,94319001,46P
COMET46P/WIRTANEN,94319004,46P
COMET46P/WIRTANEN,94319005,46P
C/2013US10(Catalina),33932001,C/2013US10
C/2013US10(Catalina),33932002,C/2013US10
C/2017K2,5000069001,C/2017K2
C/2017K2,5000069002,C/2017K2
C/2019Y4ATLAS,13410003,C/2019Y4
Comet8P/Tuttle,31092001,8P
2P/Encke_orb10_p1,91794001,2P
2P/Encke_orb10_p1,91794002,2P
C/2015V2(Johnson),10431001,C/2015V2
Comet9P/Tempel1,91199001,9P
CometC/2013X1PANSTARRS,34528001,C/2013X1
Comet2015V2Johnson,34946001,C/2015V2
Comet2015V2Johnson,34946002,C/2015V2
Comet2015V2Johnson,34946003,C/2015V2
Comet2015V2Johnson,34946004,C/2015V2
Comet2015V2Johnson,34946005,C/2015V2
C/2017K2,5000082001,C/2017K2
C/2019Q4Borisov,13166002,C/2019Q4
CometC/2014E2(Jacques),33401001,C/2014E2
CometC/2014E2(Jacques),33401002,C/2014E2
CometC/2022E3(ZTF),5000258001,C/2022E3
Comet73P/3-C,30690001,73P
C/2019Y4ATLAS,13428001,C/2019Y4
C/2019Q4Borisov,11813001,C/2019Q4
C/2019Q4Borisov,13098002,C/2019Q4
CometC/2012S1ISON,32979001,C/2012S1
CometC/2012S1ISON,32979002,C/2012S1
CometC/2012S1ISON,32979003,C/2012S1
CometC/2012S1ISON,32979004,C/2012S1
C/29P,5000058001,29P
C/29P,5000058002,29P
C/29P,5000058003,29P
C/2019Q4Borisov,12985003,C/2019Q4
C/2015V2Johnson,94187003,C/2015V2
C/2017K2,5000065001,C/2017K2
C/2017K2,5000065002,C/2017K2
C/2019Q4Borisov,13246001,C/2019Q4
C/2009P1(GARRADD),91569001,C/2009P1
COMET46P/WIRTANEN,94399001,46P
COMET46P/WIRTANEN,94399002,46P
COMET46P/WIRTANEN,94399003,46P
Comet73P/3-C,30651001,73P
C/2019Q4Borisov,12984002,C/2019Q4
COMET46P/WIRTANEN,94463001,46P
COMET46P/WIRTANEN,94463002,46P
Comet73P/3-C,30666001,73P
C/2015VL62,93588002,C/2015VL62
Comet73P/3-C,30680001,73P
Comet73P/3-C,30593001,73P
C/2013US10(Catalina),34425001,C/2013US10
C/2013US10(Catalina),34425002,C/2013US10
C/2015V2Johnson,94256002,C/2015V2
C/2017K2,5000342001,C/2017K2
C/2017K2,5000342002,C/2017K2
C/2017K2,5000342003,C/2017K2
C/2017K2,5000342004,C/2017K2
C/2017K2,5000342005,C/2017K2
C/2017K2,5000342006,C/2017K2
Comet73P/3-C,30734001,73P
Comet73P/3-C,30667001,73P
C/2012K1Panstarrs,33074001,C/2012K1
C/2012K1Panstarrs,33074002,C/2012K1
C/2012K1Panstarrs,33074003,C/2012K1
AsteroidP/2006VW139,32229001,P/2006VW139
AsteroidP/2006VW139,32229002,P/2006VW139
AsteroidP/2006VW139,32229003,P/2006VW139
CometC/2022E3(ZTF),5000336001,C/2022E3
CometC/2022E3(ZTF),5000336002,C/2022E3
CometC/2022E3(ZTF),5000336003,C/2022E3
CometC/2022E3(ZTF),5000336004,C/2022E3
CometC/2022E3(ZTF),5000336005,C/2022E3
CometC/2022E3(ZTF),5000336006,C/2022E3
C/2017K2,5000235004,C/2017K2
Comet73P/3-C,30676001,73P
2P/Encke_orb14_p2,91803001,2P
2P/Encke_orb14_p2,91803002,2P
2P/Encke_orb14_p2,91803003,2P
C/2013A1SidingSpring,92210001,C/2013A1
C/2013A1SidingSpring,92210002,C/2013A1
Comet8P/Tuttle,31192001,8P
Comet8P/Tuttle,31192002,8P
C/2013X1Panstarrs,34277001,C/2013X1
C/2013A1SidingSpring,33871001,C/2013A1
C/2013A1SidingSpring,33871002,C/2013A1
C/2013A1SidingSpring,33871003,C/2013A1
C/2015V2Johnson,94261003,C/2015V2
Comet73P/3-C,30699001,73P
C/2015V2Johnson,94259001,C/2015V2
C/2017K2,96000002,C/2017K2
C/2013X1PANSTARRSOrbit4pointing2,92409001,C/2013X1
C/2015VL62,93597003,C/2015VL62
CometHolmes,31011001,17P
C/2019Y4ATLAS,13444001,C/2019Y4
Comet2015VL62,34907001,C/2015VL62
Comet2015VL62,34907002,C/2015VL62
C/2013X1Panstarrs,34258001,C/2013X1
C/2013X1Panstarrs,34258002,C/2013X1
C/2013X1Panstarrs,34258003,C/2013X1
C/2013X1Panstarrs,34258004,C/2013X1
C/2013X1Panstarrs,34258005,C/2013X1
Comet73P/3-C,30670001,73P
Comet2015V2Johnson,34824001,C/2015V2
C/2013A1(SIDINGSPRING),92003002,C/2013A1
Comet41P,10098001,41P
Comet41P,10098002,41P
Comet41P,10098003,41P
Comet41P,10098004,41P
Comet41P,10098005,41P
Comet64P/Swift-Gehrels,10817001,64P
Comet73P/3-C,30669001,73P
Comet141P/Macholz2,14148002,141P
CometC/2013US10Catalina,33760001,C/2013US10
CometC/2013US10Catalina,33760002,C/2013US10
CometC/2013US10Catalina,33760003,C/2013US10
C/2017K2,5000087001,C/2017K2
C/2017K2,5000087002,C/2017K2
C/2019Q4Borisov,11793001,C/2019Q4
CometC/2022E3(ZTF),5000306001,C/2022E3
CometC/2022E3(ZTF),5000306002,C/2022E3
CometC/2022E3(ZTF),5000306003,C/2022E3
CometC/2022E3(ZTF),5000306004,C/2022E3
CometC/2022E3(ZTF),5000306005,C/2022E3
CometC/2022E3(ZTF),5000306006,C/2022E3
C/2017K2,5000343001,C/2017K2
C/2017K2,5000343002,C/2017K2
C/2017K2,5000343003,C/2017K2
C/2017K2,5000343004,C/2017K2
C/2017K2,5000343005,C/2017K2
C/2017K2,5000343006,C/2017K2
COMET46P/WIRTANEN,94461001,46P
COMET46P/WIRTANEN,94461002,46P
C/2017K2,5000092001,C/2017K2
Comet22P/Kopff,31501001,22P
CometC/2022E3(ZTF),5000289001,C/2022E3
CometC/2022E3(ZTF),5000289002,C/2022E3
CometC/2022E3(ZTF),5000289003,C/2022E3
CometC/2022E3(ZTF),5000289004,C/2022E3
CometC/2022E3(ZTF),5000289005,C/2022E3
CometC/2022E3(ZTF),5000289006,C/2022E3
CometC/2012S1(ISON),33007001,C/2012S1
CometC/2012S1(ISON),33007002,C/2012S1
CometC/2012S1(ISON),33007003,C/2012S1
C/2015VL62,94166001,C/2015VL62
2P/Encke,91774001,2P
CometC/2022E3(ZTF),5000286001,C/2022E3
CometC/2022E3(ZTF),5000286002,C/2022E3
CometC/2022E3(ZTF),5000286003,C/2022E3
CometC/2022E3(ZTF),5000286004,C/2022E3
CometC/2022E3(ZTF),5000286005,C/2022E3
CometC/2022E3(ZTF),5000286006,C/2022E3
CometCatalinaOrbit2,34470001,C/2013US10
CometCatalinaOrbit2,34470002,C/2013US10
CometC/2012K1(PANSTARRS),92000001,C/2012K1
CometC/2012K1(PANSTARRS),92000002,C/2012K1
C/2015V2Johnson,94257003,C/2015V2
Comet73P/3-C,30638001,73P
Comet41P,10103001,41P
Comet41P,10103002,41P
C/2013X1Panstarrs,34210001,C/2013X1
C/2013X1Panstarrs,34210002,C/2013X1
C/2013X1Panstarrs,34210003,C/2013X1
C/2013X1Panstarrs,34210004,C/2013X1
C/2013X1Panstarrs,34210005,C/2013X1
CometHolmes,31005001,17P
CometHolmes,31005002,17P
CometHolmes,31005003,17P
CometLulin,31337001,C/2007N3
CometC/2012S1(ISON),32745001,C/2012S1
2P/Encke_orb13_p1,91800001,2P
2P/Encke_orb13_p1,91800002,2P
COMET46P/WIRTANEN,94404002,46P
Comet41P,93557001,41P
Comet41P,93557002,41P
Comet41P,93557003,41P
Comet41P,93557004,41P
Comet41P,93557005,41P
CometC/2022E3(ZTF),5000256003,C/2022E3
CometC/2012K1(PANSTARRS),92031001,C/2012K1
CometC/2012K1(PANSTARRS),92031002,C/2012K1
CometC/2012K1Panstarrs,33814001,C/2012K1
CometC/2012K1Panstarrs,33814002,C/2012K1
CometC/2012K1Panstarrs,33814003,C/2012K1
CometC/2012K1Panstarrs,33814004,C/2012K1
C/2012K1(PANSTARRS),33220001,C/2012K1
C/2012K1(PANSTARRS),33220002,C/2012K1
C/2019Y4ATLAS,13366001,C/2019Y4
COMET46P/WIRTANEN,94400001,46P
COMET46P/WIRTANEN,94400004,46P
COMET46P/WIRTANEN,94400005,46P
C/2015V2Johnson,10007001,C/2015V2
C/2015V2Johnson,10007002,C/2015V2
C/2015V2Johnson,10007003,C/2015V2
C/2019Y4ATLAS,13368003,C/2019Y4
C/2019Y4ATLAS,13460001,C/2019Y4
C/2012K1Panstarrs,33144001,C/2012K1
C/2012K1Panstarrs,33144002,C/2012K1
CometC/2009P1,91257001,C/2009P1
CometC/2009P1,91257002,C/2009P1
C/2015V2Johnson,94265003,C/2015V2
CometGarradd,91574001,C/2009P1
Comet64P/Swift-Gehrels,10813001,64P
C/2015V2Johnson,94301003,C/2015V2
C/2019Q4Borisov,12345003,C/2019Q4
C/2015V2Johnson,94283001,C/2015V2
Comet2015V2Johnson,34945001,C/2015V2
Comet2015V2Johnson,34945002,C/2015V2
C/2019Q4Borisov,11794001,C/2019Q4
Comet81P/Wild-2,31673001,81P
Comet81P/Wild-2,31673002,81P
Comet8P/Tuttle,31065001,8P
Comet8P/Tuttle,31065002,8P
PANSTARRS(C/2012K1),92037001,C/2012K1
PANSTARRS(C/2012K1),92037002,C/2012K1
PANSTARRS(C/2012K1),92037003,C/2012K1
C/2015V2Johnson,94280002,C/2015V2
CometP/2016BA14Orbit1,34452001,P/2016BA14
CometP/2016BA14Orbit1,34452002,P/2016BA14
CometP/2016BA14Orbit1,34452003,P/2016BA14
2P/Encke_orb10_p2_makeup,91809001,2P
2P/Encke_orb10_p2_makeup,91809002,2P
2P/Encke_orb10_p2_makeup,91809003,2P
C/2017K2,5000195006,C/2017K2
C/2009P1Garradd,91265001,C/2009P1
C/2009P1Garradd,91265002,C/2009P1
C/2009P1Garradd,91265003,C/2009P1
C/2009P1Garradd,91265004,C/2009P1
CometC/2022E3(ZTF),5000312001,C/2022E3
CometC/2022E3(ZTF),5000312002,C/2022E3
CometC/2022E3(ZTF),5000312003,C/2022E3
CometC/2022E3(ZTF),5000312004,C/2022E3
CometC/2022E3(ZTF),5000312005,C/2022E3
CometC/2022E3(ZTF),5000312006,C/2022E3
C/2017K2,5000237006,C/2017K2
C/2017K2,5000339001,C/2017K2
C/2017K2,5000339002,C/2017K2
C/2017K2,5000339003,C/2017K2
C/2017K2,5000339004,C/2017K2
C/2017K2,5000339005,C/2017K2
C/2017K2,5000339006,C/2017K2
C/2013X1Panstarrs,34260001,C/2013X1
C/2017K2,5000047002,C/2017K2
CometC/2022E3(ZTF),5000287001,C/2022E3
CometC/2022E3(ZTF),5000287002,C/2022E3
CometC/2022E3(ZTF),5000287003,C/2022E3
CometC/2022E3(ZTF),5000287004,C/2022E3
CometC/2022E3(ZTF),5000287005,C/2022E3
CometC/2022E3(ZTF),5000287006,C/2022E3
C/2017K2,5000182001,C/2017K2
C/2017K2,5000182002,C/2017K2
C/2017K2,5000182003,C/2017K2
C/2017K2,5000182004,C/2017K2
C/2017K2,5000182005,C/2017K2
C/2017K2,5000182006,C/2017K2
Comet73P/3-C,30691001,73P
C/2019Y4ATLAS,13338003,C/2019Y4
C/2019Q4Borisov,13233001,C/2019Q4
C/2014E2(Jacques),33360001,C/2014E2
C/2014E2(Jacques),33360002,C/2014E2
Comet64P/Swift-Gehrels,10849002,64P
C/2019Q4Borisov,13024002,C/2019Q4
Comet228P/LINEAR,34919001,228P
Comet228P/LINEAR,34919002,228P
Comet9P/Tempel1,31944001,9P
Comet9P/Tempel1,31944002,9P
C/2013A1(SidingSpring),92002001,C/2013A1
C/2013A1(SidingSpring),92002002,C/2013A1
C/2013A1(SidingSpring),92002003,C/2013A1
C/2013A1(SidingSpring),92002004,C/2013A1
COMET46P/WIRTANEN,94410002,46P
C/2015V2Johnson,34863001,C/2015V2
C/2015V2Johnson,34863002,C/2015V2
Comet141P/Macholz2,14111002,141P
C/2019Y4ATLAS,13356003,C/2019Y4
Comet73P/3-C,30549001,73P
CometC/2022E3(ZTF),5000294001,C/2022E3
CometC/2022E3(ZTF),5000294002,C/2022E3
CometC/2022E3(ZTF),5000294003,C/2022E3
CometC/2022E3(ZTF),5000294004,C/2022E3
CometC/2022E3(ZTF),5000294005,C/2022E3
CometC/2022E3(ZTF),5000294006,C/2022E3
Comet73P/3-C,30639001,73P
C/2015V2Johnson,94285003,C/2015V2
2P/Encke,91773001,2P
2P/Encke,91773002,2P
C/2013X1Panstarrs,34208001,C/2013X1
C/2013X1Panstarrs,34208002,C/2013X1
Comet73P/3-C,30634001,73P
C/2012K1Panstarrs,33211001,C/2012K1
C/2012K1Panstarrs,33211002,C/2012K1
C/2019Y4ATLAS,13318003,C/2019Y4
C/2013X1Panstarrs,34265001,C/2013X1
C/2013X1Panstarrs,34265002,C/2013X1
C/2013X1Panstarrs,34265003,C/2013X1
C/2013X1Panstarrs,34265004,C/2013X1
C/2013X1Panstarrs,34265005,C/2013X1
C/2013X1panstarrs,34083001,C/2013X1
C/2013X1panstarrs,34083002,C/2013X1
C/2013X1panstarrs,34083003,C/2013X1
C/2013A1(SidingSpring),33425001,C/2013A1
C/2013A1(SidingSpring),33425002,C/2013A1
C/2017K2,5000232001,C/2017K2
C/2019Y4ATLAS,13404001,C/2019Y4
CometC/2012S1ISON,33018001,C/2012S1
CometC/2012S1ISON,33018002,C/2012S1
Comet141P/Macholz2,14124003,141P
C/2019Y4ATLAS,13320001,C/2019Y4
C/2019Q4Borisov,11796001,C/2019Q4
CometC/2012S1(ISON),33005001,C/2012S1
CometC/2012S1(ISON),33005002,C/2012S1
CometC/2012S1(ISON),33005003,C/2012S1
C/2019Q4Borisov,12989003,C/2019Q4
Comet73P/3-C,30717001,73P
C/2013X1PANSTARRS,34613001,C/2013X1
CometHolmes,31001001,17P
Comet8P/Tuttle,31088001,8P
Comet73P/3-C,30516001,73P
C/2019Q4Borisov,13139002,C/2019Q4
C/2017K2,5000048003,C/2017K2
CometC/2012S1(ISON),32799001,C/2012S1
CometC/2012S1(ISON),32799002,C/2012S1
C/29P,5000061001,29P
C/29P,5000061002,29P
C/29P,5000061003,29P
CometC/2022E3(ZTF),5000276001,C/2022E3
CometC/2022E3(ZTF),5000276002,C/2022E3
CometC/2022E3(ZTF),5000276003,C/2022E3
CometC/2013X1PANSTARRS,34723001,C/2013X1
CometC/2013X1PANSTARRS,34723002,C/2013X1
C/2019Y4ATLAS,13430001,C/2019Y4
C/2019Y4ATLAS,13322003,C/2019Y4
COMET41P/T-G-K,93389002,41P
COMET41P/T-G-K,93389003,41P
COMET41P/T-G-K,93389004,41P
COMET41P/T-G-K,93389005,41P
COMET41P/T-G-K,93389006,41P
COMET41P/T-G-K,93389007,41P
COMET41P/T-G-K,93389008,41P
COMET41P/T-G-K,93389009,41P
COMET41P/T-G-K,93389010,41P
COMET41P/T-G-K,93389011,41P
COMET41P/T-G-K,93389012,41P
COMET41P/T-G-K,93389013,41P
COMET41P/T-G-K,93389014,41P
COMET41P/T-G-K,93389015,41P
C/2015V2Johnson,10156001,C/2015V2
C/2015V2Johnson,10156002,C/2015V2
C/2015V2Johnson,10156003,C/2015V2
C/2013X1Panstarrs,34253001,C/2013X1
Comet8P/Tuttle,31177001,8P
Comet8P/Tuttle,31177002,8P
C/2015VL62,93584001,C/2015VL62
C/2015VL62,93584002,C/2015VL62
C/2015VL62,93584003,C/2015VL62
C/2017K2,96008002,C/2017K2
CometC/2012S1ISON,33019001,C/2012S1
CometC/2012S1ISON,33019002,C/2012S1
C/2013X1CometPanstarrsorbit2,33977001,C/2013X1
C/2013X1CometPanstarrsorbit2,33977002,C/2013X1
C/2013X1CometPanstarrsorbit2,33977003,C/2013X1
C/2015V2Johnson,94173001,C/2015V2
Comet41P,93558001,41P
Comet41P,93558002,41P
CometC/2022E3(ZTF),5000295001,C/2022E3
CometC/2022E3(ZTF),5000295002,C/2022E3
CometC/2022E3(ZTF),5000295003,C/2022E3
CometC/2022E3(ZTF),5000295004,C/2022E3
CometC/2022E3(ZTF),5000295005,C/2022E3
CometC/2022E3(ZTF),5000295006,C/2022E3
Comet73P/3-C,30643001,73P
C/2013A1SidingSpring,33782001,C/2013A1
C/2013A1SidingSpring,33782002,C/2013A1
Comet22P/Kopff,31500001,22P
2P/Encke_orb15_p1,91804001,2P
2P/Encke_orb15_p1,91804002,2P
C/2015VL62,93591001,C/2015VL62
CometC/2009P1(Garradd),91255001,C/2009P1
CometC/2009P1(Garradd),91255002,C/2009P1
C/2019Q4Borisov,13220001,C/2019Q4
C/2019Q4Borisov,13220002,C/2019Q4
C/2019Q4Borisov,13220003,C/2019Q4
C/2015VL62,10132001,C/2015VL62
CometC/2012S1(ISON),32692001,C/2012S1
CometC/2012S1(ISON),32692002,C/2012S1
CometC/2014E2(Jacques),33293001,C/2014E2
CometC/2014E2(Jacques),33293002,C/2014E2
CometC/2022E3(ZTF),5000251002,C/2022E3
Comet73P/3-C,30587001,73P
Comet73P/3-C,30681001,73P
C/2019Y4ATLAS,13330003,C/2019Y4
Comet2015V2Johnson,34898001,C/2015V2
C/2019Q4Borisov,12371001,C/2019Q4
2P/Encke_orb3_p2,91781001,2P
2P/Encke_orb3_p2,91781002,2P
2P/Encke_orb3_p2,91781003,2P
C/2013X1Panstarrs,34256001,C/2013X1
C/2013X1Panstarrs,34256002,C/2013X1
C/2017K2,5000078001,C/2017K2
2P/Encke_orb15_p2,91805001,2P
2P/Encke_orb15_p2,91805002,2P
2P/Encke_orb15_p2,91805003,2P
C/2015V2Johnson,94316002,C/2015V2
C/2019Q4Borisov,13144003,C/2019Q4
Comet73P/3-C,30696001,73P
Comet2013X1Panstarrs,34873001,C/2013X1
Comet2013X1Panstarrs,34873002,C/2013X1
Comet2013X1Panstarrs,34873003,C/2013X1
C/2019Y4ATLAS,13348001,C/2019Y4
Comet73P/3-C,30415002,73P
C/2013X1PANSTARRS,34611001,C/2013X1
C/2013X1PANSTARRS,34611002,C/2013X1
C/2013X1PANSTARRS,34611003,C/2013X1
C/2013X1PANSTARRS,34611004,C/2013X1
C/2013X1PANSTARRS,34611005,C/2013X1
C/2019Y4ATLAS,13364003,C/2019Y4
Comet8P/Tuttle,31050001,8P
Comet8P/Tuttle,31050002,8P
C/2015V2Johnson,34735001,C/2015V2
C/2015V2Johnson,34735002,C/2015V2
C/2015V2Johnson,34735003,C/2015V2
C/2013A1SidingSpring,92014001,C/2013A1
C/2013A1SidingSpring,92014002,C/2013A1
C/2017K2,5000067001,C/2017K2
C/2017K2,5000067002,C/2017K2
C/2013A1(SIDINGSPRING),92004001,C/2013A1
C/2017K2,5000071001,C/2017K2
C/2017K2,5000071002,C/2017K2
Comet141P/Macholz2,14140002,141P
CometC/2014E2(Jacques),33400001,C/2014E2
CometC/2014E2(Jacques),33400002,C/2014E2
Comet8P/Tuttle,31170001,8P
Comet8P/Tuttle,31170002,8P
C/2019Q4Borisov,11789001,C/2019Q4
COMET46P/WIRTANEN,94398002,46P
C/2019Q4Borisov,13163003,C/2019Q4
CometC1/2013SidingSprings,33147001,C/2013A1
CometC1/2013SidingSprings,33147002,C/2013A1
CometC1/2013SidingSprings,33147003,C/2013A1
CometC/2012K1(panstarrs),33858001,C/2012K1
CometC/2012K1(panstarrs),33858002,C/2012K1
CometC/2012K1(panstarrs),33858003,C/2012K1
CometC/2022E3(ZTF),5000246001,C/2022E3
Comet73P/3-C,30632001,73P
C/2017K2,95995001,C/2017K2
C/2013X1Panstarrs,34211001,C/2013X1
C/2013X1Panstarrs,34211002,C/2013X1
C/2013X1PANSTARRS,34582001,C/2013X1
C/2013X1PANSTARRS,34582002,C/2013X1
C/2017K2,96004002,C/2017K2
C/2013X1Panstarrs,34255001,C/2013X1
C/2013X1Panstarrs,34255002,C/2013X1
C/2013X1Panstarrs,34255003,C/2013X1
C/2013X1Panstarrs,34255004,C/2013X1
C/2013X1Panstarrs,34255005,C/2013X1
Comet2015V2Johnson,10082001,C/2015V2
2P/Encke_orb4_p1,91782001,2P
2P/Encke_orb4_p1,91782002,2P
C/2015V2Johnson,94297003,C/2015V2
C/2015V2Johnson,10008001,C/2015V2
C/2019Q4Borisov,12993003,C/2019Q4
C/2013US10(Catalina),34020001,C/2013US10
C/2013US10(Catalina),34020002,C/2013US10
C/2013US10(Catalina),34020003,C/2013US10
C/2013US10(Catalina),34020004,C/2013US10
C/2013US10(Catalina),34020005,C/2013US10
C/2013X1PANSTARRS,34580001,C/2013X1
2P/Encke_orb12_p2_makeup,91811001,2P
2P/Encke_orb12_p2_makeup,91811002,2P
2P/Encke_orb12_p2_makeup,91811003,2P
CometHolmes,30998001,17P
Comet2015VL62,34913001,C/2015VL62
Comet2015VL62,34913002,C/2015VL62
C/2012K1Panstarrs,33073001,C/2012K1
C/2012K1Panstarrs,33073002,C/2012K1
C/2012K1Panstarrs,33073003,C/2012K1
C/29P,5000052001,29P
C/29P,5000052002,29P
C/29P,5000052003,29P
CometC/2022E3(ZTF),5000272001,C/2022E3
CometC/2022E3(ZTF),5000272002,C/2022E3
CometC/2022E3(ZTF),5000272003,C/2022E3
C/2017K2,5000201005,C/2017K2
CometC/2009P1,91213001,C/2009P1
CometC/2009P1,91213002,C/2009P1
C/2017K2,5000027002,C/2017K2
Comet8P/Tuttle,31120001,8P
Comet8P/Tuttle,31120002,8P
C/2017K2,5000040003,C/2017K2
C/2019Q4Borisov,11812001,C/2019Q4
C/2013A1SidingSpring,33505001,C/2013A1
C/2013A1SidingSpring,33505002,C/2013A1
C/2013A1SidingSpring,33505003,C/2013A1
C/2013A1SidingSpring,33505004,C/2013A1
C/2014E2(Jacques),33366001,C/2014E2
C/2014E2(Jacques),33366002,C/2014E2
Comet141P/Macholz2,14141003,141P
CometC/2022E3(ZTF),5000329001,C/2022E3
CometC/2022E3(ZTF),5000329002,C/2022E3
CometC/2022E3(ZTF),5000329003,C/2022E3
CometC/2022E3(ZTF),5000329004,C/2022E3
CometC/2022E3(ZTF),5000329005,C/2022E3
CometC/2022E3(ZTF),5000329006,C/2022E3
Comet8P/Tuttle,31145001,8P
Comet8P/Tuttle,31145002,8P
CometC/2012S1ISON,33016001,C/2012S1
CometC/2012S1ISON,33016002,C/2012S1
C/2013A1SidingSpring,92211001,C/2013A1
C/2013A1SidingSpring,92211002,C/2013A1
C/2017K2,5000003002,C/2017K2
C/2017K2,95991001,C/2017K2
C/2015V2(Johnson),10288001,C/2015V2
C/2015V2(Johnson),10288002,C/2015V2
C/2013US10(Catalina),34022001,C/2013US10
C/2013US10(Catalina),34022002,C/2013US10
C/2013US10(Catalina),34022003,C/2013US10
C/2013US10(Catalina),34022004,C/2013US10
C/2013US10(Catalina),34022005,C/2013US10
C/2015VL62,93592002,C/2015VL62
COMET46P/WIRTANEN,94381001,46P
COMET46P/WIRTANEN,94381002,46P
COMET46P/WIRTANEN,94381003,46P
Comet29P/Schwassmann-Wachmann1,31614001,29P
Comet29P/Schwassmann-Wachmann1,31614002,29P
C/2017K2,5000198002,C/2017K2
Comet73P/3-C,30656001,73P
Comet22P/Kopff,31452001,22P
C/2015V2(Johnson),10217001,C/2015V2
Comet41P,93563001,41P
Comet41P,93563002,41P
Comet41P,93563003,41P
Comet41P,93563004,41P
Comet41P,93563005,41P
CometK1Panstarrs,33437001,1P
CometK1Panstarrs,33437002,1P
C/2013X1Panstarrs,34151001,C/2013X1
C/2013X1Panstarrs,34151002,C/2013X1
C/2013X1Panstarrs,34151003,C/2013X1
C/2013X1Panstarrs,34151004,C/2013X1
C/2013X1Panstarrs,34151005,C/2013X1
CometCatalinaOrbit4,34473001,C/2013US10
CometCatalinaOrbit4,34473002,C/2013US10
CometGarradd,91576001,C/2009P1
Comet8P/Tuttle,31134001,8P
Comet8P/Tuttle,31134002,8P
CometHolmes,31004001,17P
CometHolmes,31004002,17P
C/2013US10(Catalina),34426001,C/2013US10
C/2019Q4Borisov,12126001,C/2019Q4
Comet41P,10107001,41P
Comet41P,10107002,41P
Comet73P/3-C,30616001,73P
Comet41P,10100001,41P
Comet41P,10100002,41P
Comet41P,10100003,41P
Comet41P,10100004,41P
Comet41P,10100005,41P
Comet73P/3-C,30536001,73P
Comet8P/Tuttle,31020001,8P
Comet8P/Tuttle,31020002,8P
C/2013A1SidingSpring,33944001,C/2013A1
C/2013A1SidingSpring,33944002,C/2013A1
C/2013A1SidingSpring,33944003,C/2013A1
Comet81P/Wild-2,31671001,81P
Comet81P/Wild-2,31671002,81P
Comet8P/Tuttle,31126001,8P
Comet8P/Tuttle,31126002,8P
Comet8P/Tuttle,31126003,8P
C/2019Q4Borisov,12136001,C/2019Q4
C/2014E2(Jacques),33356001,C/2014E2
C/2014E2(Jacques),33356002,C/2014E2
C/2014E2(Jacques),33356003,C/2014E2
C/2019Y4ATLAS,13414001,C/2019Y4
Comet73P/3-C,30541001,73P
Comet73P/3-C,30521001,73P
C/2017K2,95948003,C/2017K2
CometP/2010A2(LINEAR),31608001,P/2010A2
C/2013US10CatalinaOrbit2Ptg2,34317001,C/2013US10
COMET46P/WIRTANEN,94401002,46P
Comet73P/3-C,30672001,73P
C/2017K2,5000046001,C/2017K2
Comet64P/Swift-Gehrels,10837002,64P
C/2017K2,5000193004,C/2017K2
C/2014E2(Jacques),33359001,C/2014E2
C/2014E2(Jacques),33359002,C/2014E2
C/2014E2(Jacques),33359003,C/2014E2
CometC/2022E3(ZTF),5000299001,C/2022E3
CometC/2022E3(ZTF),5000299002,C/2022E3
CometC/2022E3(ZTF),5000299003,C/2022E3
CometC/2022E3(ZTF),5000299004,C/2022E3
CometC/2022E3(ZTF),5000299005,C/2022E3
CometC/2022E3(ZTF),5000299006,C/2022E3
Comet64P/Swift-Gehrels,10850003,64P
C/2014E2(Jacques),33258001,C/2014E2
C/2014E2(Jacques),33258002,C/2014E2
C/2015V2(Johnson),10289001,C/2015V2
CometC/2022E3(ZTF),5000292001,C/2022E3
CometC/2022E3(ZTF),5000292002,C/2022E3
CometC/2022E3(ZTF),5000292003,C/2022E3
CometC/2022E3(ZTF),5000292004,C/2022E3
CometC/2022E3(ZTF),5000292005,C/2022E3
CometC/2022E3(ZTF),5000292006,C/2022E3
Comet88P/Howell,13745001,88P
C/2017K2,5000244006,C/2017K2
C/2019Q4Borisov,13247001,C/2019Q4
Comet73P/3-C,30682001,73P
C/2015V2Johnson,94307001,C/2015V2
2P/Encke_orb12_p2,91799001,2P
2P/Encke_orb12_p2,91799002,2P
2P/Encke_orb12_p2,91799003,2P
C/2015VL62,10135001,C/2015VL62
C/2015VL62,10135002,C/2015VL62
C/2019Q4Borisov,12347001,C/2019Q4
Comet90P/Gehrels,34890001,90P
Comet90P/Gehrels,34890002,90P
Comet8P/Tuttle,31109001,8P
Comet141P/Macholz2,14191001,141P
